"placa","marca","modelo","anio","kilometraje","ultimo_mantenimiento","descripcion_sintomas","sensor_nivel_combustible","falla_real","subfalla_real","gravedad_real","solucion_real","es_correcto"
"AKZ-288","Kia","Rio","2019","81762","2024-10-10","Olor a balata quemada al soltar el embrague en subidas. Huele mal.","15.8","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"QKT-578","Toyota","Yaris","2013","234612","2024-03-28","Se enciende testigo ABS pero el frenado mecánico funciona. Empeora en frío.","68.3","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"ZFB-493","Nissan","Sentra","2019","86934","2024-02-23","El indicador de temperatura sube al máximo y sale vapor del capó","19.8","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"AYM-856","Toyota","Corolla","2021","48536","2024-01-21","Ruido metálico fuerte al encender y vibración excesiva. Huele mal.","54.2","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"XWC-455","Hyundai","Elantra","2015","180360","2024-07-23","El volante vibra violentamente al frenar a alta velocidad. Empeora en frío.","78.1","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"AZK-148","Kia","Rio","2020","99775","2024-04-08","Se enciende testigo ABS pero el frenado mecánico funciona. Empeora en frío.","41.3","Frenos","Sensor ABS","Baja","Limpieza o cambio de sensor de velocidad de rueda","True"
"CSA-518","Kia","Picanto","2011","259812","2024-04-23","Chillido muy agudo y constante al pisar el freno suavemente. Huele mal.","39.5","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"QLF-627","Toyota","Corolla","2014","220627","2024-11-05","La transmisión se queda pegada en una sola velocidad. Huele mal.","94.6","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"XPN-891","Nissan","Versa","2019","115194","2024-09-20","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","67.9","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"LEW-657","Hyundai","Elantra","2024","17387","2024-12-27","El motor sube de RPM pero el auto apenas avanza. Empeora en frío.","35.6","Transmision","Deslizamiento de Discos","Alta","Overhaul de transmisión automática","True"
"DPZ-372","Toyota","Yaris","2021","73436","2024-04-20","Al girar la llave todo se apaga y solo suena un click","50.2","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"XJC-628","Nissan","Sentra","2011","172242","2024-06-10","La transmisión se queda pegada en una sola velocidad. Empeora en frío.","50.7","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"UEK-277","Hyundai","Accent","2017","119152","2024-04-10","El pedal se va hasta el fondo sin resistencia y no frena","35.2","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"SJL-477","Toyota","Hilux","2021","81232","2024-03-17","El auto pierde fuerza al exigirle aceleración a fondo. Empeora en frío.","3.5","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"YVS-207","Hyundai","Accent","2016","125694","2024-04-19","El auto pierde fuerza al exigirle aceleración a fondo. Empeora en frío.","14.7","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"BTS-803","Hyundai","Accent","2020","84965","2024-10-19","Golpe seco y fuerte al pasar de P a D o R","39.5","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"XMP-860","Kia","Rio","2013","164508","2024-09-26","Olor a aceite quemado y manchas frescas bajo el motor. Empeora en frío.","77.5","Motor","Fuga de Aceite","Media","Lavado de motor y cambio de empaques/retenes","True"
"YLP-247","Nissan","March","2014","143858","2024-03-27","Marcha inestable, humo negro y alto consumo de gasolina. Se escucha raro.","3.7","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"BGJ-822","Kia","Seltos","2018","91959","2024-02-17","El pedal se va hasta el fondo sin resistencia y no frena. Empeora en frío.","60.3","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"SLV-156","Kia","Rio","2010","183825","2024-01-27","La luz de batería se enciende y las luces principales parpadean","66.7","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"GMU-952","Nissan","Sentra","2024","18220","2024-08-15","Manchas rojas en el piso y cambios retardados de forma intermitente.","75.4","Transmision","Fuga de Fluido ATF","Baja","Sellado de fugas y relleno de nivel","True"
"QTJ-221","Toyota","Corolla","2017","121216","2024-06-16","Golpe seco y fuerte al pasar de P a D o R. Huele mal.","56.9","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"ZZN-565","Toyota","Hilux","2016","166779","2024-07-30","El motor cascabelea (misfire) y la marcha mínima es inestable de forma intermitente.","49.1","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"YFY-108","Nissan","March","2019","116868","2024-10-06","El auto pierde fuerza al exigirle aceleración a fondo. Se escucha raro.","0.5","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"LZN-661","Toyota","Hilux","2017","169144","2024-07-22","Chillido muy agudo y constante al pisar el freno suavemente de forma intermitente.","59.6","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"VUA-551","Hyundai","Accent","2018","117530","2024-10-23","Olor a balata quemada al soltar el embrague en subidas de forma intermitente.","18.5","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"TQW-805","Toyota","Yaris","2022","59751","2024-05-09","El auto pierde fuerza al exigirle aceleración a fondo de forma intermitente.","1.2","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"SXA-638","Toyota","Yaris","2014","140030","2024-01-14","La transmisión se queda pegada en una sola velocidad de forma intermitente.","45.2","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"CBD-966","Toyota","Yaris","2022","58137","2024-05-16","El motor cascabelea (misfire) y la marcha mínima es inestable. Se escucha raro.","57.5","Motor","Fallo en Bujías/Bobinas","Media","Escanear cilindros y reemplazar bujías/bobinas","True"
"PMU-870","Nissan","Frontier","2011","220150","2024-06-28","El auto da marcha pero no arranca, o se apaga en movimiento","5.0","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"JHF-867","Nissan","Frontier","2013","219912","2024-08-09","El auto se acelera solo o las RPM bajan hasta apagarse. Se escucha raro.","14.0","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"GBD-220","Toyota","RAV4","2010","309555","2024-07-16","El volante vibra violentamente al frenar a alta velocidad. Huele mal.","44.3","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"KJH-617","Toyota","Corolla","2017","170336","2024-11-30","La transmisión se queda pegada en una sola velocidad. Huele mal.","18.8","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"FCF-627","Kia","Picanto","2024","13557","2024-04-28","Olor a balata quemada al soltar el embrague en subidas. Empeora en frío.","79.0","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"KDQ-905","Hyundai","Creta","2019","128424","2024-11-13","Chillido muy agudo y constante al pisar el freno suavemente. Empeora en frío.","23.5","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"VFE-839","Kia","Sportage","2024","13920","2024-02-29","El auto pierde fuerza al exigirle aceleración a fondo de forma intermitente.","13.4","Combustible","Filtro Saturado","Baja","Cambio de filtro de combustible y línea","True"
"SXQ-766","Toyota","RAV4","2010","322935","2024-09-14","Dificultad para arrancar justo después de cargar gasolina. Huele mal.","2.3","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"UBJ-270","Kia","Picanto","2016","186984","2024-12-22","Chillido muy agudo y constante al pisar el freno suavemente. Empeora en frío.","65.3","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"ZQF-340","Nissan","Versa","2014","191147","2024-01-18","Batería está bien pero el motor no gira al dar arranque","83.9","Electrico","Motor de Arranque","Alta","Mantenimiento o cambio de marcha (arranque)","True"
"CNB-476","Kia","Picanto","2017","172680","2024-09-20","Golpe seco y fuerte al pasar de P a D o R","37.1","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"AJP-336","Toyota","Corolla","2015","159680","2024-07-20","El motor tiembla, pierde potencia y consume aceite. Se escucha raro.","24.8","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"HYW-399","Kia","Seltos","2021","84172","2024-04-06","La transmisión se queda pegada en una sola velocidad","94.9","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"ZMR-390","Kia","Seltos","2018","114464","2024-08-28","El volante vibra violentamente al frenar a alta velocidad","63.1","Frenos","Discos Alabeados","Media","Rectificación o cambio de discos","True"
"CKX-660","Kia","Sportage","2011","213248","2024-09-27","El auto da marcha pero no arranca, o se apaga en movimiento","10.7","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"UDH-980","Nissan","March","2023","42704","2024-04-01","El motor tiembla, pierde potencia y consume aceite. Se escucha raro.","87.7","Motor","Falta de Compresión","Alta","Medir compresión, revisar anillos y válvulas","True"
"RDX-823","Toyota","Hilux","2010","203835","2024-09-13","Dificultad para arrancar justo después de cargar gasolina. Se escucha raro.","9.8","Combustible","Válvula EVAP","Baja","Cambio de válvula de purga del canister","True"
"LRQ-536","Hyundai","Accent","2017","102472","2024-08-28","Chillido muy agudo y constante al pisar el freno suavemente de forma intermitente.","36.3","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"WYS-192","Nissan","Sentra","2015","211040","2024-09-26","Ruido metálico fuerte al encender y vibración excesiva. Huele mal.","35.3","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"RCV-608","Kia","Picanto","2019","79818","2024-11-24","El pedal se va hasta el fondo sin resistencia y no frena. Se escucha raro.","72.7","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"LAF-300","Hyundai","Accent","2020","85450","2024-07-09","El indicador de temperatura sube al máximo y sale vapor del capó de forma intermitente.","79.9","Motor","Sobrecalentamiento","Alta","Revisar termostato, ventilador y nivel de refrigerante","True"
"CTX-219","Toyota","Yaris","2021","51232","2024-10-29","Chillido muy agudo y constante al pisar el freno suavemente","88.7","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"QUM-701","Hyundai","Tucson","2021","75184","2024-04-27","Chillido muy agudo y constante al pisar el freno suavemente. Huele mal.","82.7","Frenos","Balatas Cristalizadas","Alta","Cambio de pastillas y rectificado de discos","True"
"CUV-783","Hyundai","Tucson","2013","252708","2024-01-08","Marcha inestable, humo negro y alto consumo de gasolina de forma intermitente.","5.6","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
"CUX-107","Kia","Seltos","2010","270060","2024-05-24","Al girar la llave todo se apaga y solo suena un click. Huele mal.","78.0","Electrico","Batería Agotada","Media","Prueba de carga y reemplazo de batería","True"
"UCF-453","Toyota","Yaris","2014","170599","2024-06-17","Olor a balata quemada al soltar el embrague en subidas. Huele mal.","18.1","Transmision","Embrague Patinando (Manual)","Alta","Cambio de kit de embrague completo","True"
"HVS-527","Hyundai","Tucson","2016","143964","2024-01-26","Ruido metálico fuerte al encender y vibración excesiva","22.3","Motor","Banda/Cadena de Tiempo","Crítica","Reemplazo inmediato de kit de distribución","True"
"HCT-847","Nissan","March","2016","108774","2024-02-20","Testigos del tablero se encienden y apagan aleatoriamente. Huele mal.","84.8","Electrico","Sensores Descalibrados","Media","Reprogramación de cuerpo de aceleración/sensores","True"
"NST-779","Nissan","Sentra","2016","145089","2024-11-22","La luz de batería se enciende y las luces principales parpadean. Empeora en frío.","15.4","Electrico","Alternador Defectuoso","Alta","Reparar o cambiar alternador","True"
"YHE-663","Nissan","Sentra","2021","73076","2024-10-11","Golpe seco y fuerte al pasar de P a D o R. Empeora en frío.","64.6","Transmision","Golpeteo en Cambios","Media","Cambio de soportes o revisión de cuerpo de válvulas","True"
"WZP-663","Nissan","March","2011","258118","2024-10-14","El auto se acelera solo o las RPM bajan hasta apagarse","0.0","Combustible","Cuerpo de Aceleración Sucio","Media","Limpieza y calibración de cuerpo de aceleración","True"
"GLH-787","Nissan","Sentra","2013","233244","2024-06-30","El pedal se va hasta el fondo sin resistencia y no frena de forma intermitente.","40.5","Frenos","Fuga de Líquido","Crítica","Cambio de cilindro maestro o mangueras","True"
"ZHR-645","Kia","Rio","2015","121970","2024-04-24","La transmisión se queda pegada en una sola velocidad. Se escucha raro.","21.7","Transmision","Solenoides Atascados","Media","Reemplazo de paquete de solenoides","True"
"UMS-556","Hyundai","Accent","2017","107408","2024-10-01","El auto da marcha pero no arranca, o se apaga en movimiento de forma intermitente.","7.6","Combustible","Bomba de Gasolina","Alta","Medir presión y cambiar bomba de combustible","True"
"ZDL-910","Toyota","RAV4","2012","195065","2024-10-14","Marcha inestable, humo negro y alto consumo de gasolina. Empeora en frío.","10.2","Combustible","Inyectores Obstruidos","Media","Limpieza de inyectores en laboratorio","True"
